,Category,Citation Category,Year,Count
2053,"Architecture, Embedded Systems and Electronics, Robotics","Web, Mobile and Multimedia Technologies",2012,14
2054,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2012,41
2055,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Architecture, Embedded Systems and Electronics, Robotics",2012,23
2056,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2012,330
2057,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2012,195
2058,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Computational Theory, Algorithms and Mathematics",2012,62
2059,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Graphics and Computer-Aided Design,2012,280
2060,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Hardware, Power and Energy",2012,78
2061,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Human Computer Interaction,2012,86
2062,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Networks and Communications,2012,16
2063,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Security and Privacy,2012,12
2064,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Society and the Computing Profession,2012,18
2065,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Software Engineering and Programming Languages,2012,40
2066,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Web, Mobile and Multimedia Technologies",2012,17
2067,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2012,80
2068,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Architecture, Embedded Systems and Electronics, Robotics",2012,34
2069,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2012,239
2070,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2012,1190
2071,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Computational Theory, Algorithms and Mathematics",2012,123
2072,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Graphics and Computer-Aided Design,2012,14
2073,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Hardware, Power and Energy",2012,51
2074,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Human Computer Interaction,2012,117
2075,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Networks and Communications,2012,11
2076,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Security and Privacy,2012,35
2077,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Society and the Computing Profession,2012,25
2078,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Software Engineering and Programming Languages,2012,125
2079,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Web, Mobile and Multimedia Technologies",2012,59
2080,"Computational Theory, Algorithms and Mathematics","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2012,47
2081,"Computational Theory, Algorithms and Mathematics","Architecture, Embedded Systems and Electronics, Robotics",2012,29
2082,"Computational Theory, Algorithms and Mathematics","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2012,52
2083,"Computational Theory, Algorithms and Mathematics","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2012,156
2084,"Computational Theory, Algorithms and Mathematics","Computational Theory, Algorithms and Mathematics",2012,403
2085,"Computational Theory, Algorithms and Mathematics",Graphics and Computer-Aided Design,2012,56
2086,"Computational Theory, Algorithms and Mathematics","Hardware, Power and Energy",2012,15
2087,"Computational Theory, Algorithms and Mathematics",Human Computer Interaction,2012,18
2088,"Computational Theory, Algorithms and Mathematics",Networks and Communications,2012,32
2089,"Computational Theory, Algorithms and Mathematics",Security and Privacy,2012,31
2090,"Computational Theory, Algorithms and Mathematics",Society and the Computing Profession,2012,17
2091,"Computational Theory, Algorithms and Mathematics",Software Engineering and Programming Languages,2012,157
2092,"Computational Theory, Algorithms and Mathematics","Web, Mobile and Multimedia Technologies",2012,16
2093,Graphics and Computer-Aided Design,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2012,34
2094,Graphics and Computer-Aided Design,"Architecture, Embedded Systems and Electronics, Robotics",2012,11
2095,Graphics and Computer-Aided Design,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2012,358
2096,Graphics and Computer-Aided Design,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2012,13
2097,Graphics and Computer-Aided Design,"Computational Theory, Algorithms and Mathematics",2012,118
2098,Graphics and Computer-Aided Design,Graphics and Computer-Aided Design,2012,1198
2099,Graphics and Computer-Aided Design,"Hardware, Power and Energy",2012,10
2100,Graphics and Computer-Aided Design,Human Computer Interaction,2012,83
2101,Graphics and Computer-Aided Design,Networks and Communications,2012,6
2102,Graphics and Computer-Aided Design,Security and Privacy,2012,1
2103,Graphics and Computer-Aided Design,Society and the Computing Profession,2012,3
2104,Graphics and Computer-Aided Design,Software Engineering and Programming Languages,2012,26
2105,Graphics and Computer-Aided Design,"Web, Mobile and Multimedia Technologies",2012,3
2106,"Hardware, Power and Energy","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2012,69
2107,"Hardware, Power and Energy","Architecture, Embedded Systems and Electronics, Robotics",2012,217
2108,"Hardware, Power and Energy","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2012,57
2109,"Hardware, Power and Energy","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2012,31
2110,"Hardware, Power and Energy","Computational Theory, Algorithms and Mathematics",2012,45
2111,"Hardware, Power and Energy",Graphics and Computer-Aided Design,2012,12
2112,"Hardware, Power and Energy","Hardware, Power and Energy",2012,710
2113,"Hardware, Power and Energy",Human Computer Interaction,2012,22
2114,"Hardware, Power and Energy",Networks and Communications,2012,174
2115,"Hardware, Power and Energy",Security and Privacy,2012,43
2116,"Hardware, Power and Energy",Society and the Computing Profession,2012,25
2117,"Hardware, Power and Energy",Software Engineering and Programming Languages,2012,203
2118,"Hardware, Power and Energy","Web, Mobile and Multimedia Technologies",2012,3
2119,Human Computer Interaction,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2012,99
2120,Human Computer Interaction,"Architecture, Embedded Systems and Electronics, Robotics",2012,31
2121,Human Computer Interaction,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2012,74
2122,Human Computer Interaction,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2012,93
2123,Human Computer Interaction,"Computational Theory, Algorithms and Mathematics",2012,10
2124,Human Computer Interaction,Graphics and Computer-Aided Design,2012,109
2125,Human Computer Interaction,"Hardware, Power and Energy",2012,27
2126,Human Computer Interaction,Human Computer Interaction,2012,897
2127,Human Computer Interaction,Networks and Communications,2012,6
2128,Human Computer Interaction,Security and Privacy,2012,24
2129,Human Computer Interaction,Society and the Computing Profession,2012,87
2130,Human Computer Interaction,Software Engineering and Programming Languages,2012,53
2131,Human Computer Interaction,"Web, Mobile and Multimedia Technologies",2012,31
2132,Networks and Communications,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2012,10
2133,Networks and Communications,"Architecture, Embedded Systems and Electronics, Robotics",2012,113
2134,Networks and Communications,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2012,15
2135,Networks and Communications,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2012,33
2136,Networks and Communications,"Computational Theory, Algorithms and Mathematics",2012,41
2137,Networks and Communications,Graphics and Computer-Aided Design,2012,2
2138,Networks and Communications,"Hardware, Power and Energy",2012,100
2139,Networks and Communications,Human Computer Interaction,2012,10
2140,Networks and Communications,Networks and Communications,2012,1186
2141,Networks and Communications,Security and Privacy,2012,37
2142,Networks and Communications,Society and the Computing Profession,2012,14
